,phrase,label,sentiment,subjectivity,language,count
Schnee-Abbruch,,,,,,
Hause,,,,,,
Bereiteckbahn,,,,,,
Fisser Bergbahnen,,,,,,
Allgäuer Alpen Wes…,,,,,,
Lechquellengebirge,,,,,,
Innerkrems,,,,,,
Winter-Knall,,,,,,
Kärntner,,,,,,
Sucheinsatz,,,,,,
Nockbergen,,,,,,
Dresdner,,,,,,
Saint-Nicolas …,,,,,,
Schilchernocks,,,,,,
Schwarzwald …,,,,,,
Stadt Dortmund,,,,,,
Verun…,,,,,,
US-Amerikaner,,,,,,
Gröbming,,,,,,
Bergen Niederösterreichs,,,,,,
Niederösterreichs Bergen,,,,,,
Gschnitztal,,,,,,
Glockner Region,,,,,,
Karnischen Alpen,,,,,,
Spital am Pyhrn,,,,,,
Ostern,,,,,,
Niederösterreichs,,,,,,
Ammergauer Alpen,,,,,,
un…,,,,,,
Karnischen,,,,,,
Werdenfelser Alpen,,,,,,
Allgäuer,,,,,,
Stromausfällen,,,,,,
Hochwald,,,,,,
europa,,,,,,
Höchststand,,,,,,
Samstagnachmittag,,,,,,
Aich,,,,,,
Stromausfälle,,,,,,
Pleschnitzzinken,,,,,,
Tiroler Lechtal,,,,,,
Landeswarnzentrale Steiermark,,,,,,
Toten Gebirge,,,,,,
Breiteng…,,,,,,
Evakuierungen,,,,,,
Bezirk Innsbruck-Land…,,,,,,
Pinzgauer Straße,,,,,,
B311,,,,,,
Weißbach,,,,,,
Lofer,,,,,,
Österreich…,,,,,,
Schlammlawine,,,,,,
Wrightwood,,,,,,
Südkalifornien,,,,,,
Los Angeles,,,,,,
US-Bundesstaates,,,,,,
Savoie  ,,,,,,
Athen,,,,,,
Ökonom Feld,,,,,,
Industrie-Krise,,,,,,
Reformstau,,,,,,
Vorschau,,,,,,
Gletscher-Sterben,,,,,,
Was-wäre-wenn,,,,,,
Sicherheitsarmband,,,,,,
P…,,,,,,
Skipiste hinunterstürze,,,,,,
Landkreis Ostallgäu,,,,,,
Donnerstag am …,,,,,,
Österreichs Bergen,,,,,,
Lawinen-Rucksack,,,,,,
Anti-Erstickungspumpe,,,,,,
Führerrolle,,,,,,
Ehrwald,,,,,,
Bezirk Reutte,,,,,,
Zugspitze19-Jähriger,,,,,,
Pistenwacht,,,,,,
Witz,,,,,,
Großglockner-Fall,,,,,,
La Plagne/Valloire,,,,,,
Frankreichs,,,,,,
Riesernock,,,,,,
Bezirk,,,,,,
Meterhohe Schneeverwehungen,,,,,,
Eisregen,,,,,,
Schneeräumen,,,,,,
Schneesturmwarnung,,,,,,
Winterchaos,,,,,,
Gebäuden,,,,,,
Jugendfreizeiteinrichtungen,,,,,,
St. Pauli,,,,,,
Union,,,,,,
Schaufel,,,,,,
Lawinenwarndienst,,,,,,
Kreis Kleve,,,,,,
Dachs,,,,,,
Sporthallen,,,,,,
Bundesliga-Partien,,,,,,
Leipzig-Spiel,,,,,,
Rieserfernergruppe,,,,,,
Freitag ob…,,,,,,
Tauferer Ahrntal,,,,,,
Ungar,,,,,,
di…,,,,,,
Kitzbühel von…,,,,,,
Streif,,,,,,
Cuneo,,,,,,
Landes am Morgen,,,,,,
Sicherheitsgründen,,,,,,
Ski-Tour,,,,,,
Schneemasse,,,,,,
Mailand,,,,,,
Glätte-Unfälle,,,,,,
Fügen-Kaltenbach,,,,,,
Vorschein,,,,,,
St…,,,,,,
Ausschaufeln,,,,,,
Hannover,,,,,,
Universität Innsbruck,,,,,,
Fährausfälle,,,,,,
Bayerns Alpen,,,,,,
Wochenanfang,,,,,,
Niederbayern,,,,,,
Näh…,,,,,,
Mount-Everest-Gebiet,,,,,,
Erdsystems,,,,,,
Australien,,,,,,
Alpendorf,,,,,,
Temperaturen,,,,,,
Montagnachmittag,,,,,,
Hochfügenerstraße,,,,,,
Tirols Bergen,,,,,,
Hahntennjoch,,,,,,
Imst,,,,,,
Bergsteigerlagern,,,,,,
Schneesturm,,,,,,
Ostsee,,,,,,
Nordsee,,,,,,
Wetterexperten,,,,,,
Dauerregen,,,,,,
Oberfranken,,,,,,
Oberpfalz,,,,,,
Alpennähe,,,,,,
Klimakurve,,,,,,
Klima-Experte,,,,,,
Sturmtief,,,,,,
Notbremse,,,,,,
Aschaffenburg,,,,,,
SZ,,,,,,
Weltmeeren,,,,,,
Mittelmeer,,,,,,
Böen,,,,,,
Favelas,,,,,,
Rio de Janeiro,,,,,,
Lupe,,,,,,
Staaten,,,,,,
Niedernsill,,,,,,
Pinz…,,,,,,
Kitzsteinhorn-Gebiet,,,,,,
Berg Yalung Ri,,,,,,
Bergsteigern im Himalaya,,,,,,
Wintersaison,,,,,,
Cholatse,,,,,,
Saisonbeginn,,,,,,
Bergs,,,,,,
Stadt Salzburg,,,,,,
Steinschlagschutz-Netze,,,,,,
Gefahrenstufen,,,,,,
Lawinenprobleme,,,,,,
Schneedeckenaufbau,,,,,,
Lawinenseminar,,,,,,
Behördenangaben,,,,,,
Iseltal,,,,,,
Lawinendrama,,,,,,
Taiwan,,,,,,
L…,,,,,,
Südtiroler Ortlergebirge,,,,,,
Südtiroler Alpen,,,,,,
Vertai…,,,,,,
Bergwacht,,,,,,
Sch…,,,,,,
Landkreis…,,,,,,
Vertainspitze,,,,,,
Samstagnachmi…,,,,,,
Ital…,,,,,,
Lärchen,,,,,,
Ortler-Massiv,,,,,,
bayerischen Landeskriminalamt,,,,,,
Rückflug,,,,,,
Gefahrenstellen,,,,,,
Lötschberg,,,,,,
ZEIT am Wochenende,,,,,,
Schnees,,,,,,
Is…,,,,,,
Zeugen,,,,,,
Abhangs,,,,,,
Maroi-Köpfe,,,,,,
Bezirk Scheibbs,,,,,,
Ötscher,,,,,,
Risiko w…,,,,,,
Garmisch-Partenkirchen,,,,,,
Lawine…,,,,,,
Biathlon-Arena,,,,,,
Antholz,,,,,,
Zugausfälle,,,,,,
Autounfälle,,,,,,
Dach-Lawinen,,,,,,
Südflorida,,,,,,
Lawinenunfälle,,,,,,
Föhn,,,,,,
Städten,,,,,,
Waffenruhe,,,,,,
syrischen Regierung,,,,,,
Kurden,,,,,,
Speiereck,,,,,,
Goldbergbahn,,,,,,
Landkreisen,,,,,,
Schneelast vom Baum,,,,,,
Nebel,,,,,,
Schneelast …,,,,,,
Viren,,,,,,
Hunderassen,,,,,,
Langwasser,,,,,,
Glätte,,,,,,
"Deutschlands
",,,,,,
Mittwoch,,,,,,
Bad Reichenhall,,,,,,
Kärnten,,,,,,
Gampberges,,,,,,
Val d’Isère,,,,,,
Val…,,,,,,
Aosta,,,,,,
Medienberichten,,,,,,
Skifahrer,,,,,,
St. Anton am Arlber…,,,,,,
Gebiet,,,,,,
Warth,,,,,,
Tag des Unglücks,,,,,,
Sonntagvormittag,,,,,,
Stubai-Gletscher,,,,,,
Polizeiangaben,,,,,,
Straßensperren,,,,,,
Inntalautobahn …,,,,,,
Hohen Lichts,,,,,,
Kleinen Walsertal,,,,,,
Tallagen,,,,,,
Hohen Tatra,,,,,,
Unfällen,,,,,,
Beson…,,,,,,
Präfektur Aomori,,,,,,
gleichnamigen Stadt,,,,,,
Jänner,,,,,,
Vorjahres,,,,,,
Schleswig-Holstein,,,,,,
Dorfs Ferden,,,,,,
Republik,,,,,,
Valtellina,,,,,,
Lawinenabgänge,,,,,,
Todesursache,,,,,,
Niedersachsen,,,,,,
ela,,,,,,
Syrien,,,,,,
Alabama,,,,,,
Waldschneisen,,,,,,
Mississippi,,,,,,
Cim de lHortell,,,,,,
Olympia-Medaillengewinner,,,,,,
Kanton Wall…,,,,,,
Bad Gastein,,,,,,
Akkord,,,,,,
Riesneralm,,,,,,
Donnersbachwald,,,,,,
Golm,,,,,,
Tschagguns,,,,,,
Skipiste,,,,,,
Paznauntal,,,,,,
Freitagvormi…,,,,,,
Tödliches Lawinendrama,,,,,,
Venedigergruppe,,,,,,
Großglocknergruppe,,,,,,
Cim de l’Hortell,,,,,,
Pisten-Drama,,,,,,
Dauereinsatz,,,,,,
Neuschnees,,,,,,
Lichtungen,,,,,,
bayrischen Bergen,,,,,,
Samstagmorgen,,,,,,
Bremen,,,,,,
Elli,,,,,,
Norddeutschland,,,,,,
Niederen Tauern,,,,,,
Tödliche Unglücke,,,,,,
Schladming,,,,,,
Liezen,,,,,,
Lawinenabgang am Gampen,,,,,,
Hochtouren,,,,,,
Hubschrauber-Crew,,,,,,
La Plagne/Courchevel,,,,,,
Steilgelände gemied…,,,,,,
Geländekanten,,,,,,
Dresden,,,,,,
Bohrkernen,,,,,,
Bezirk Murtal,,,,,,
Lawinenunfällen,,,,,,
Fernost-Russland,,,,,,
Fernen Osten,,,,,,
Fernen Osten Russlands,,,,,,
Ausnahmezustand,,,,,,
Lawinenabgang am Elbrus,,,,,,
Lawinenunglücks Samstagnachmittag,,,,,,
Tal,,,,,,
Davos …,,,,,,
US-Präsidenten,,,,,,
Monstersturm,,,,,,
Texas,,,,,,
Louisiana,,,,,,
Schönfeldspitz,,,,,,
Erhebungen,,,,,,
Krankenhäusern,,,,,,
Abgängen,,,,,,
österreichischen Alpen,,,,,,
Bad Hofgastein,,,,,,
Pettneu am Arlberg,,,,,,
Dänemark,,,,,,
Malfontal,,,,,,
Pettneu,,,,,,
Lawinenunglück im Pongau,,,,,,
Pongauer,,,,,,
Skitouren,,,,,,
Alpenverein-Kurs,,,,,,
Kopfschütteln,,,,,,
Rettern,,,,,,
obersteirischen Pusterwald,,,,,,
Alpenvereinstour,,,,,,
Viertausender,,,,,,
